shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
220:43,48.157610,-122.182940,230006,10032.80
220:43,48.157570,-122.182940,230007,10037.25
220:43,48.157350,-122.182940,230008,10061.69
220:43,48.157159,-122.182943,230009,10082.88
220:43,48.156790,-122.182950,240002,10123.96
220:43,48.156340,-122.182950,240003,10174.01
220:43,48.155920,-122.182960,240004,10220.71
220:43,48.155710,-122.182960,240005,10244.05
220:43,48.155320,-122.182970,240006,10287.43
220:43,48.155040,-122.182990,240007,10318.58
220:43,48.154760,-122.182980,240008,10349.73
220:43,48.154800,-122.183760,240009,10407.91
220:43,48.154647,-122.183753,240010,10424.92
220:43,48.154617,-122.183756,240011,10428.27
220:43,48.154590,-122.183795,240012,10432.45
220:43,48.154590,-122.183859,240013,10437.14
220:43,48.154590,-122.184027,240014,10449.67
222:63,48.061264,-122.173876,10001,0.00
222:63,48.061270,-122.174230,10002,26.40
222:63,48.061270,-122.174360,10003,36.09
222:63,48.061270,-122.174610,10004,54.71
222:63,48.061270,-122.174730,10005,63.64
222:63,48.061290,-122.174840,10006,72.15
222:63,48.061300,-122.174900,10007,76.75
222:63,48.061300,-122.174960,10008,81.23
222:63,48.061310,-122.175120,10009,93.18
222:63,48.061310,-122.175220,10010,100.64
222:63,48.061310,-122.175820,10011,145.36
222:63,48.061310,-122.176080,10012,164.71
222:63,48.061310,-122.176310,10013,181.87
222:63,48.061310,-122.176600,10014,203.48
222:63,48.061310,-122.176650,10015,207.20
222:63,48.061310,-122.176900,10016,225.83
222:63,48.061660,-122.176900,10017,264.72
222:63,48.061740,-122.176900,10018,273.62
222:63,48.061892,-122.176900,10019,290.57
222:63,48.061910,-122.176900,20002,292.52
222:63,48.062110,-122.176900,20003,314.77
222:63,48.062190,-122.176900,20004,323.64
222:63,48.062950,-122.176900,20005,408.13
222:63,48.063300,-122.176900,20006,447.05
222:63,48.063530,-122.176900,20007,472.62
222:63,48.063620,-122.176900,20008,482.62
222:63,48.063690,-122.176900,20009,490.39
222:63,48.063910,-122.176910,20010,514.87
222:63,48.063960,-122.176910,20011,520.42
222:63,48.064110,-122.176910,20012,537.09
222:63,48.064260,-122.176910,20013,553.79
222:63,48.064390,-122.176910,20014,568.24
222:63,48.064460,-122.176910,20015,576.01
222:63,48.064510,-122.176910,20016,581.56
222:63,48.064790,-122.176910,20017,612.71
222:63,48.064860,-122.176910,20018,620.48
222:63,48.064850,-122.176290,20019,666.69
222:63,48.064850,-122.175930,20020,693.51
222:63,48.064850,-122.175500,20021,725.55
222:63,48.064850,-122.175450,20022,729.26
222:63,48.064850,-122.174980,20023,764.29
222:63,48.064850,-122.174540,20024,797.08
222:63,48.064840,-122.174020,20025,835.85
222:63,48.064840,-122.173780,20026,853.71
222:63,48.064830,-122.172920,20027,917.81
222:63,48.064310,-122.172950,20028,975.66
222:63,48.064240,-122.172950,20029,983.44
222:63,48.063300,-122.173010,20030,1088.04
222:63,48.063000,-122.173020,20031,1121.42
222:63,48.062520,-122.173030,20032,1174.79
222:63,48.062280,-122.173030,20033,1201.46
222:63,48.062170,-122.173030,20034,1213.71
222:63,48.061910,-122.173040,20035,1242.61
222:63,48.061750,-122.173050,20036,1260.44
222:63,48.061610,-122.173050,20037,1275.98
222:63,48.061430,-122.173060,20038,1296.01
222:63,48.061250,-122.173060,20039,1316.03
222:63,48.061250,-122.172700,20040,1342.86
222:63,48.061250,-122.172590,20041,1351.06
222:63,48.061240,-122.171930,20042,1400.25
222:63,48.061240,-122.171620,20043,1423.35
222:63,48.061240,-122.171440,20044,1436.77
222:63,48.061240,-122.171380,20045,1441.22
222:63,48.061240,-122.171240,20046,1451.67
222:63,48.061240,-122.171120,20047,1460.60
222:63,48.061240,-122.170960,20048,1472.52
222:63,48.061240,-122.170780,20049,1485.93
222:63,48.061240,-122.170570,20050,1501.60
222:63,48.061230,-122.169450,20051,1585.08
222:63,48.061230,-122.169330,20052,1594.01
222:63,48.061220,-122.168730,20053,1638.73
222:63,48.061220,-122.168200,20054,1678.23
222:63,48.061210,-122.167630,20055,1720.72
222:63,48.061200,-122.167120,20056,1758.73
222:63,48.061200,-122.166988,20057,1768.60
222:63,48.061200,-122.166800,30002,1782.59
222:63,48.061190,-122.166330,30003,1817.61
222:63,48.061190,-122.165970,30004,1844.44
222:63,48.061190,-122.165770,30005,1859.34
222:63,48.061190,-122.165410,30006,1886.16
222:63,48.061180,-122.165060,30007,1912.32
222:63,48.061180,-122.164730,30008,1936.88
222:63,48.061180,-122.164240,30009,1973.40
222:63,48.061180,-122.164200,30010,1976.38
222:63,48.061180,-122.164100,30011,1983.85
222:63,48.061170,-122.163680,30012,2015.15
222:63,48.061170,-122.163360,30013,2038.99
222:63,48.061160,-122.163160,30014,2053.96
222:63,48.061160,-122.162970,30015,2068.10
222:63,48.061154,-122.162500,30016,2103.15
222:63,48.061150,-122.162200,40002,2125.49
222:63,48.061150,-122.161600,40003,2170.21
222:63,48.061150,-122.161320,40004,2191.09
222:63,48.061150,-122.161170,40005,2202.24
222:63,48.061150,-122.161030,40006,2212.70
222:63,48.061130,-122.160590,40007,2245.55
222:63,48.061110,-122.160070,40008,2284.38
222:63,48.061090,-122.159540,40009,2323.95
222:63,48.061080,-122.159170,40010,2351.53
222:63,48.061060,-122.158480,40011,2403.01
222:63,48.061040,-122.157980,40012,2440.35
222:63,48.061020,-122.157380,40013,2485.13
222:63,48.061020,-122.156830,40014,2526.09
222:63,48.061040,-122.156530,40015,2548.55
222:63,48.061050,-122.156450,40016,2554.62
222:63,48.061110,-122.156100,40017,2581.56
222:63,48.061210,-122.155670,40018,2615.49
222:63,48.061310,-122.155400,40019,2638.50
222:63,48.061400,-122.155180,40020,2657.70
222:63,48.061580,-122.154830,40021,2690.59
222:63,48.061780,-122.154520,40022,2722.69
222:63,48.062080,-122.154080,40023,2769.44
222:63,48.062820,-122.152970,40024,2886.12
222:63,48.062960,-122.152760,40025,2908.19
222:63,48.063190,-122.152410,40026,2944.73
222:63,48.063320,-122.152200,40027,2966.01
222:63,48.063590,-122.151780,40028,3009.38
222:63,48.063691,-122.151620,40029,3025.78
222:63,48.063830,-122.151400,50002,3048.30
222:63,48.064050,-122.151070,50003,3082.96
222:63,48.064170,-122.150870,50004,3102.99
222:63,48.064290,-122.150640,50005,3124.72
222:63,48.064300,-122.150620,50006,3126.55
222:63,48.064380,-122.150430,50007,3143.28
222:63,48.064430,-122.150230,50008,3159.19
222:63,48.064450,-122.150090,50009,3169.83
222:63,48.064470,-122.150000,50010,3176.90
222:63,48.064490,-122.149790,50011,3192.69
222:63,48.064500,-122.149380,50012,3223.26
222:63,48.064490,-122.148790,50013,3267.24
222:63,48.064490,-122.148460,50014,3291.84
222:63,48.064490,-122.148230,50015,3308.97
222:63,48.064490,-122.148140,50016,3315.68
222:63,48.064490,-122.148020,50017,3324.64
222:63,48.064490,-122.147619,50018,3354.48
222:63,48.064490,-122.147550,60002,3359.66
222:63,48.064480,-122.147010,60003,3399.89
222:63,48.064480,-122.146730,60004,3420.77
222:63,48.064480,-122.146490,60005,3438.63
222:63,48.064480,-122.145880,60006,3484.11
222:63,48.064480,-122.145480,60007,3513.92
222:63,48.064480,-122.144710,60008,3571.28
222:63,48.064480,-122.144400,60009,3594.38
222:63,48.064470,-122.143780,60010,3640.59
222:63,48.064460,-122.143250,60011,3680.09
222:63,48.064460,-122.143130,60012,3689.06
222:63,48.064450,-122.142640,60013,3725.57
222:63,48.064450,-122.142090,60014,3766.57
222:63,48.064450,-122.142010,60015,3772.51
222:63,48.064450,-122.141860,60016,3783.70
222:63,48.064440,-122.141490,60017,3811.28
222:63,48.064420,-122.140810,60018,3862.00
222:63,48.064009,-122.140810,60019,3907.69
222:63,48.063960,-122.140810,70002,3913.14
222:63,48.063680,-122.140810,70003,3944.26
222:63,48.062370,-122.140810,70004,4089.93
222:63,48.062320,-122.140810,70005,4095.48
222:63,48.061430,-122.140810,70006,4194.44
222:63,48.060340,-122.140820,70007,4315.63
222:63,48.060320,-122.140820,80002,4317.86
222:63,48.059110,-122.140820,80003,4452.40
222:63,48.059050,-122.140820,80004,4459.07
222:63,48.058580,-122.140820,80005,4511.31
222:63,48.058320,-122.140820,80006,4540.21
222:63,48.057970,-122.140820,80007,4579.13
222:63,48.057814,-122.140820,80008,4596.44
222:63,48.057760,-122.140820,90002,4602.48
222:63,48.056830,-122.140830,90003,4705.87
222:63,48.056810,-122.140830,90004,4708.09
222:63,48.056740,-122.140830,90005,4715.87
222:63,48.056020,-122.140840,90006,4795.94
222:63,48.055740,-122.140850,90007,4827.09
222:63,48.055040,-122.140860,90008,4904.93
222:63,48.054320,-122.140870,90009,4984.97
222:63,48.054050,-122.140870,90010,5015.00
222:63,48.053640,-122.140880,90011,5060.59
222:63,48.053640,-122.140208,90012,5110.67
222:63,48.053640,-122.140180,100002,5112.78
222:63,48.053640,-122.139740,100003,5145.57
222:63,48.053640,-122.139420,100004,5169.41
222:63,48.053660,-122.137470,100005,5314.80
222:63,48.053660,-122.136930,100006,5355.03
222:63,48.053660,-122.136290,100007,5402.73
222:63,48.053670,-122.135500,100008,5461.62
222:63,48.053670,-122.135420,100009,5467.59
222:63,48.053679,-122.134943,100010,5503.16
222:63,48.053680,-122.134920,110002,5504.87
222:63,48.053680,-122.134510,110003,5535.44
222:63,48.053680,-122.133610,110004,5602.53
222:63,48.053680,-122.132990,110005,5648.74
222:63,48.053680,-122.132460,110006,5688.24
222:63,48.053690,-122.132010,110007,5721.80
222:63,48.053690,-122.131958,110008,5725.70
222:63,48.053690,-122.131590,120002,5753.10
222:63,48.053690,-122.131270,120003,5776.94
222:63,48.053690,-122.130860,120004,5807.51
222:63,48.053680,-122.129390,120005,5917.08
222:63,48.053680,-122.128630,120006,5973.71
222:63,48.053680,-122.128170,120007,6008.00
222:63,48.053680,-122.127900,120008,6028.12
222:63,48.053670,-122.127540,120009,6054.97
222:63,48.053630,-122.125150,120010,6233.19
222:63,48.053610,-122.123690,120011,6342.03
222:63,48.053600,-122.123120,120012,6384.52
222:63,48.053590,-122.122490,120013,6431.49
222:63,48.053580,-122.122090,120014,6461.33
222:63,48.053580,-122.121930,120015,6473.25
222:63,48.053574,-122.121517,120016,6504.04
222:63,48.053570,-122.121260,130002,6523.21
222:63,48.053560,-122.120990,130003,6543.35
222:63,48.053560,-122.120830,130004,6555.27
222:63,48.053550,-122.120240,130005,6599.29
222:63,48.053540,-122.119470,130006,6656.68
222:63,48.054000,-122.119500,130007,6707.89
222:63,48.054940,-122.119540,130008,6812.43
222:63,48.055164,-122.119548,130009,6837.40
222:63,48.055510,-122.119560,140002,6875.83
222:63,48.056190,-122.119580,140003,6951.45
222:63,48.057050,-122.119580,140004,7047.07
222:63,48.057840,-122.119590,140005,7134.88
222:63,48.058586,-122.119603,140006,7217.88
222:63,48.058990,-122.119610,150002,7262.74
222:63,48.059480,-122.119610,150003,7317.24
222:63,48.061010,-122.119620,150004,7487.32
222:63,48.061451,-122.119632,150005,7536.42
222:63,48.061740,-122.119640,160002,7568.52
222:63,48.062520,-122.119640,160003,7655.23
222:63,48.063140,-122.119660,160004,7724.18
222:63,48.063630,-122.119660,160005,7778.65
222:63,48.064090,-122.119660,160006,7829.79
222:63,48.064370,-122.119650,160007,7860.94
222:63,48.064620,-122.119640,160008,7888.74
222:63,48.065250,-122.119590,160009,7958.91
222:63,48.065616,-122.119557,160010,7999.72
222:63,48.066460,-122.119480,170002,8093.66
222:63,48.066940,-122.119450,170003,8147.09
222:63,48.067450,-122.119410,170004,8203.84
222:63,48.069053,-122.119284,170005,8382.30
222:63,48.069240,-122.119270,180002,8403.15
222:63,48.069980,-122.119210,180003,8485.57
222:63,48.070530,-122.119150,180004,8546.87
222:63,48.070870,-122.119130,180005,8584.72
222:63,48.071710,-122.119070,180006,8678.20
222:63,48.072020,-122.119050,180007,8712.71
222:63,48.072020,-122.119200,180008,8723.89
222:63,48.072028,-122.119451,180009,8742.58
222:63,48.072030,-122.119500,190002,8746.24
222:63,48.072030,-122.119920,190003,8777.54
222:63,48.072040,-122.120510,190004,8821.52
222:63,48.072050,-122.120820,190005,8844.66
222:63,48.072060,-122.120950,190006,8854.41
222:63,48.072060,-122.121010,190007,8858.89
222:63,48.072070,-122.121180,190008,8871.60
222:63,48.072080,-122.121290,190009,8879.86
222:63,48.072080,-122.121320,190010,8882.09
222:63,48.072160,-122.121670,190011,8909.67
222:63,48.072280,-122.121990,190012,8936.98
222:63,48.072410,-122.122200,190013,8958.29
222:63,48.072590,-122.122410,190014,8983.67
222:63,48.072720,-122.122500,190015,8999.62
222:63,48.072820,-122.122560,190016,9011.59
222:63,48.073060,-122.122630,190017,9038.78
222:63,48.073440,-122.122680,190018,9081.21
222:63,48.073660,-122.122730,190019,9105.96
222:63,48.073760,-122.122780,190020,9117.70
222:63,48.073780,-122.122790,190021,9120.04
222:63,48.073890,-122.122860,190022,9133.33
222:63,48.074020,-122.122980,190023,9150.31
222:63,48.074160,-122.123140,190024,9169.91
222:63,48.074200,-122.123210,190025,9176.77
222:63,48.074220,-122.123246,190026,9180.27
222:63,48.074240,-122.123280,200002,9183.62
222:63,48.074280,-122.123330,200003,9189.45
222:63,48.074330,-122.123410,200004,9197.58
222:63,48.074440,-122.123540,200005,9213.22
222:63,48.074570,-122.123670,200006,9230.59
222:63,48.074730,-122.123770,200007,9249.89
222:63,48.075050,-122.123950,200008,9287.93
222:63,48.075200,-122.124060,200009,9306.49
222:63,48.075480,-122.124330,200010,9343.58
222:63,48.075580,-122.124430,200011,9356.93
222:63,48.075710,-122.124550,200012,9373.94
222:63,48.075900,-122.124760,200013,9400.21
222:63,48.075920,-122.124780,200014,9402.90
222:63,48.076230,-122.125180,200015,9448.46
222:63,48.076260,-122.125220,200016,9452.94
222:63,48.076520,-122.125590,200017,9492.87
222:63,48.076650,-122.125830,200018,9515.89
222:63,48.076730,-122.126030,200019,9533.23
222:63,48.076800,-122.126240,200020,9550.69
222:63,48.076826,-122.126346,200021,9559.11
222:63,48.076860,-122.126480,210002,9569.74
222:63,48.076930,-122.126720,210003,9589.25
222:63,48.076980,-122.126990,210004,9610.13
222:63,48.077030,-122.127400,210005,9641.19
222:63,48.077030,-122.127580,210006,9654.60
222:63,48.077020,-122.127790,210007,9670.30
222:63,48.077000,-122.128110,210008,9694.22
222:63,48.076960,-122.128410,210009,9717.02
222:63,48.076910,-122.128700,210010,9739.34
222:63,48.076840,-122.128970,210011,9760.88
222:63,48.076790,-122.129130,210012,9774.05
222:63,48.076620,-122.129530,210013,9809.35
222:63,48.076440,-122.129840,210014,9839.92
222:63,48.076150,-122.130220,210015,9882.80
222:63,48.075980,-122.130440,210016,9907.83
222:63,48.075680,-122.130810,210017,9951.08
222:63,48.075560,-122.130970,210018,9968.97
222:63,48.075348,-122.131243,210019,10000.12
222:63,48.075280,-122.131330,220002,10010.06
222:63,48.075010,-122.131680,220003,10049.80
222:63,48.074920,-122.131810,220004,10063.73
222:63,48.074850,-122.131910,220005,10074.49
222:63,48.074710,-122.132150,220006,10098.24
222:63,48.074600,-122.132390,220007,10119.88
222:63,48.074490,-122.132710,220008,10146.67
222:63,48.074420,-122.133020,220009,10171.05
222:63,48.074370,-122.133280,220010,10191.23
222:63,48.074350,-122.133510,220011,10208.51
222:63,48.074350,-122.133570,220012,10212.99
222:63,48.074350,-122.133650,220013,10218.94
222:63,48.074340,-122.133870,220014,10235.40
222:63,48.074340,-122.134100,220015,10252.53
222:63,48.074350,-122.134970,220016,10317.36
222:63,48.074370,-122.137100,220017,10476.07
222:63,48.074370,-122.137600,220018,10513.31
222:63,48.074380,-122.138040,220019,10546.11
222:63,48.074380,-122.138390,220020,10572.17
222:63,48.074390,-122.139020,220021,10619.14
222:63,48.074390,-122.139100,220022,10625.08
222:63,48.074390,-122.139540,220023,10657.88
222:63,48.074410,-122.140010,220024,10692.96
222:63,48.074420,-122.140290,220025,10713.87
222:63,48.074450,-122.140680,220026,10743.13
222:63,48.074480,-122.141100,220027,10774.59
222:63,48.074505,-122.141578,220028,10810.28
222:63,48.074520,-122.141860,230002,10831.37
222:63,48.074540,-122.142140,230003,10852.37
222:63,48.074570,-122.143030,230004,10918.76
222:63,48.074580,-122.143330,230005,10941.16
222:63,48.074580,-122.143390,230006,10945.64
222:63,48.074600,-122.144180,230007,11004.53
222:63,48.074610,-122.144420,230008,11022.45
222:63,48.074610,-122.144660,230009,11040.34
222:63,48.074640,-122.145670,230010,11115.69
222:63,48.074663,-122.146828,230011,11202.01
222:63,48.074670,-122.147200,240002,11229.75
222:63,48.074670,-122.147310,240003,11237.95
222:63,48.074670,-122.147340,240004,11240.17
222:63,48.074690,-122.148520,240005,11328.14
222:63,48.074690,-122.148630,240006,11336.33
222:63,48.074710,-122.149400,240007,11393.76
222:63,48.074730,-122.149980,240008,11437.01
222:63,48.074730,-122.150010,240009,11439.27
222:63,48.074760,-122.150820,240010,11499.71
222:63,48.074810,-122.151690,240011,11564.75
222:63,48.074860,-122.152720,240012,11641.68
222:63,48.074870,-122.152870,240013,11652.93
222:63,48.074905,-122.153427,240014,11694.63
222:63,48.075050,-122.155760,250002,11869.22
222:63,48.075090,-122.156500,250003,11924.54
222:63,48.075130,-122.157110,250004,11970.23
222:63,48.075150,-122.157470,250005,11997.14
222:63,48.075220,-122.158740,250006,12092.06
222:63,48.075300,-122.160040,250007,12189.35
222:63,48.075340,-122.160760,250008,12243.18
222:63,48.075340,-122.160850,250009,12249.88
222:63,48.075370,-122.161300,250010,12283.56
222:63,48.075390,-122.161730,250011,12315.69
222:63,48.075420,-122.162210,250012,12351.59
222:63,48.075420,-122.162320,250013,12359.79
222:63,48.075430,-122.162690,250014,12387.38
222:63,48.075440,-122.163030,250015,12412.74
222:63,48.075442,-122.163162,250016,12422.58
222:63,48.075460,-122.164180,260002,12498.45
222:63,48.075480,-122.165440,260003,12592.38
222:63,48.075490,-122.166130,260004,12643.80
222:63,48.075490,-122.166690,260005,12685.50
222:63,48.075500,-122.167150,260006,12719.79
222:63,48.075500,-122.168100,260007,12790.57
222:63,48.075500,-122.168210,260008,12798.76
222:63,48.075500,-122.168290,260009,12804.71
222:63,48.075510,-122.168590,260010,12827.11
222:63,48.075520,-122.169330,260011,12882.25
222:63,48.075530,-122.169650,260012,12906.15
222:63,48.075533,-122.169884,260013,12923.58
222:63,48.075540,-122.170360,270002,12959.06
222:63,48.075540,-122.170640,270003,12979.91
222:63,48.075550,-122.171140,270004,13017.15
222:63,48.075550,-122.171220,270005,13023.13
222:63,48.075550,-122.171820,270006,13067.81
222:63,48.075560,-122.172990,270007,13155.02
222:63,48.075560,-122.173170,270008,13168.43
222:63,48.075560,-122.173500,270009,13192.99
222:63,48.075560,-122.173970,270010,13228.01
222:63,48.075570,-122.174670,270011,13280.17
222:63,48.075570,-122.174810,270012,13290.62
222:63,48.075570,-122.175050,270013,13308.48
222:63,48.075580,-122.175410,270014,13335.30
222:63,48.075600,-122.176010,270015,13380.08
222:63,48.075600,-122.176320,270016,13403.15
222:63,48.075600,-122.176490,270017,13415.83
222:63,48.075600,-122.176630,270018,13426.26
222:63,48.075606,-122.176894,270019,13445.92
222:63,48.075610,-122.177050,280002,13457.59
